nodeID,xcoord,ycoord,floor,building,nodeType,longName,Short Name,teamAssigned
WHALL002F2,3360,860,F2,15 Francis,HALL,Hallway Connector 2 Floor 2,WHALL00202,F
WHALL002F3,2080,1290,F3,45 Francis,HALL,Hallway Connector 2 Floor 3,WHALL00203,F
WHALL002L2,1745,1539,L2,Shapiro,HALL,Hallway Connector 2 Floor L2,WHALL002L2,F
WHALL003F2,2085,900,F2,45 Francis,HALL,Hallway Connector 3 Floor 2,WHALL00302,F
WHALL004F2,2105,900,F2,45 Francis,HALL,Hallway Connector 4 Floor 2,WHALL00402,F
WHALL005F2,2085,1280,F2,45 Francis,HALL,Hallway Connector 5 Floor 2,WHALL00502,F
WHALL006F2,2105,1280,F2,45 Francis,HALL,Hallway Connector 6 Floor 2,WHALL00602,F
WHALL007F2,1740,1500,F2,Tower,HALL,Hallway Connector 7 Floor 2,WHALL00702,F
WHALL008F2,1720,1745,F2,Shapiro,HALL,Hallway Connector 8 Floor 2,WHALL00802,F
WHALL009F2,1690,2240,F2,Shapiro,HALL,Hallway Connector 9 Floor 2,WHALL00902,F
WHALL010F2,1690,2455,F2,BTM,HALL,Hallway Connector 10 Floor 2,WHALL01002,F
AINFO0010G,1484,2710,G,BTM,INFO,BTM Security Desk,AINFO0010G,F
AINFO001L2,1681,2747,L2,BTM,INFO,BTM Security Desk,AINFO001L2,F
AINFO0020G,1699,2707,G,BTM,INFO,Information Desk,AINFO0020G,F
BINFO001F2,2962,963,F2,45 Francis,INFO,Information Desk,BINFO00102,F
BINFO002F2,3136,963,F2,45 Francis,INFO,Valet Service,BINFO00202,F
DINFO001F2,4210,630,F2,15 Francis,INFO,15 Francis Security Desk,DINFO00102,F
DINFO002F2,3490,825,F2,15 Francis,INFO,Security Desk Thorn,DINFO00202,F
EINFO001F1,2460,850,F1,45 Francis,INFO,Connors Center Security Desk,EINFO00101,F
FINFO001F1,1700,1226,F1,Tower,INFO,75 Lobby Information Desk,FINFO00101,F
GINFO019F2,1630,1821,F2,Shapiro,INFO,Shapiro Information Center,GINFO01902,F
ALABS001F3,1611,2678,F3,BTM,LABS,Innovation Hub,ALABS00103,F
ALABS001L2,1667,2682,L2,BTM,LABS,MRI CT Scan Imaging,ALABS001L2,F
ALABS002F3,1671,2695,F3,BTM,LABS,Clinical Trials,ALABS00203,F
BLABS001F2,2246,1350,F2,45 Francis,LABS,Vascular Diagnostic Lab,BLABS00102,F
BLABS002F2,2945,995,F2,45 Francis,LABS,Outpatient Specimen Collection,BLABS00202,F
CLABS001L1,1965,1284,L1,Tower,LABS,Outpatient Fluoroscopy,CLABS001L1,F
CLABS001L2,2300,854,L2,45 Francis,LABS,Radiation Oncology TX Suite,CLABS001L2,F
CLABS002L1,1750,1090,L1,Tower,LABS,Pre-Op PACU,CLABS002L1,F
CLABS002L2,2215,1280,L2,45 Francis,LABS,Radiation Oncology Lab,CLABS002L2,F
CLABS003L1,2290,1284,L1,45 Francis,LABS,Nuclear Medicine,CLABS003L1,F
CLABS004L1,2320,1284,L1,45 Francis,LABS,Ultrasound Lab,CLABS004L1,F
CLABS005L1,2770,1284,L1,45 Francis,LABS,CSIR MRI Lab,CLABS005L1,F
DLABS001F2,3830,775,F2,15 Francis,LABS,MRI Associates Lab,DLABS00102,F
ELABS001F1,3050,730,F1,45 Francis,LABS,Asthma Research Lab,ELABS00101,F
ELABS002F1,2790,1290,F1,45 Francis,LABS,Ambulatory X-Ray,ELABS00201,F
